 Name,Description,Temperament,Image,Price,Hypoallergenic
Shikoku dog,"The Shikoku stands 17–21 inches (43–53 cm) high and comes in sesame (red, black), black and tan (nonstandard color), or cream (nonstandard color). These colors consist usually of a light brown, a light red-brown, or a light black-brown. In addition, there is a cream colored coat that tends to be very rare. In all of these colors there is usually a mixture of white found around the underside of the body, near the eyes, snout, and legs. The Shikoku tends to shed its coat at least one to two times a year. The dog has a fairly thick coat with pointed ears and a curved tail. The body conformation is typically of the spitz-type: the square body, the wedge-shaped head, the prick triangular ears, and feathered curled tail.","It is cautious and brave; a temperate dog with good judgment. The Shikoku is also very loyal and submissive to its owner; it loves to be touched and often likes to give kisses. Although, it may be slightly aloof with strangers. This breed needs socialization early to avoid becoming aggressive toward other dogs. Dogs that do become dog aggressive need a competent owner/trainer who knows how to communicate to the dog that this is unacceptable behavior. Shikokus can get along with children if they are raised properly and vice-versa. They have a high prey drive and therefore may not be for everyone; should not be trusted with non-canine pets such as guinea pigs and hamsters.",https://www.dogbreedslist.info/uploads/dog-pictures/shikoku-dog-2.jpg,Average $3000 - $4000 USD,Hypoallergenic: Unknown
Shiloh Shepherd dog,"The Shiloh Shepherd's overall appearance is rather heavy. The back is broad, strong and solid. The head is broad and noble, slightly domed and in proportion to the body. The width and length of the skull are approximately equal with a gently defined stop, strong developed cheekbones, and a gradually tapering muzzle. The muzzle should be predominantly black, the length being equal to that of the forehead, with the lips firmly fitted and solid black. The muzzle should not be long, narrow or snipey in appearance. Both upper and lower thighs are well muscled. The tail is quite long and thickly covered with dense hair, hanging down like a plume. The coat comes in two varieties: smooth and plush. The plush coat is medium-length with a dense undercoat and has a distinct mane from the neck to the chest. Hair should not be more than 5"" (12 cm) in length. The smooth coat is thick and medium-length with the outer hair being harsh to the touch.","Bred as companions, Shilohs have loyal and outgoing personalities. Many of the breeders in the United States operate out of large farms where the puppies are introduced to a large variety of animals. They were developed to be gentle and loving, able to work with animals and children, while still possessing a trainable drive for working applications, such as assistive service, obedience, or herding. Shiloh Shepherds are reported to be the least territorial when compared to other Shepherd breeds. With proper socialization they adapt easily to a variety of environments and are stable. Extreme aggression or shyness is severely penalized in the breed standard.",https://www.dogbreedslist.info/uploads/dog-pictures/shiloh-shepherd-dog-2.jpg,Average $1000 - $2000 USD,Hypoallergenic: Unknown
Silken Windhound,"The Silken Windhound is an elegant, small to medium-sized sighthound, with a moderately long, silky coat. Its classic lines and athletic build are the hallmarks of a true coursing dog. When viewing a Silken Windhound, one has the impression of grace, balance and strength integrated with exceptional running ability. In proportion, they are approximately square or slightly rectangular. Silkens that are excessively longer or shorter than they are tall are to be penalized to the extent of the deviation. The build of the Silken Windhound is sleek, through a balanced combination of fine bladed bone and smooth muscle, and never looks frail.","Silken Windhounds are affectionate and playful and are good dogs for families with children. Owing to their friendliness, they are not good guard dogs but are easily house broken and can be trained to live with smaller household pets. Silkens particularly like agility, therapy, flyball, and obedience. Silken Windhounds are often intelligent and easily trained using reward and affection in short, positive sessions and will work eagerly and form strong relationships with their owners if so treated. Like many sighthounds, Silken Windhounds can slip out of buckle collars, so most owners favour semi-slip collars.",https://www.dogbreedslist.info/uploads/dog-pictures/silken-windhound-2.jpg,Average $2000 - $2500 USD,Hypoallergenic: No
Spanish Mastiff,"The Spanish Mastiff is a very large and powerful dog, similar in appearance to the other Mastiff breeds. They have a large powerful head and serious and vigilant expression. It has small eyes and drop ears resembling triangles. This dog's coat is most often fawn-colored, but can also be brindle, black or 'wolf' colored. Reddish tones indicate miscegenation.","This noble giant is aloof, dignified, calm and intelligent. It is devoted to its family and may politely accept strangers if it has been socialized properly, although it will be wary of them. It can be aggressive toward other dogs. The Spanish Mastiff may be a less-than-ideal pet in urban situations, where its booming voice and massive size could be problematic. It is a wonderful protector of its home and family. And an ideal protector of herds and flocks from wolf predation. Socialization and training should begin early to ensure this dog a stable and reliable pet. Supervised exposure in puppy-hood to a variety of unfamiliar but non-threatening dogs will help dampen a tendency to aggression toward other dogs. The breed is quite alert and food motivated but can bore easily; training must be consistent and firm but gentle. Once the trainer has established the dog's respect as leader, the Spanish Mastiff will be an extremely loyal pet.",https://www.dogbreedslist.info/uploads/dog-pictures/spanish-mastiff-2.jpg,Average $1200 - $1800 USD,Hypoallergenic: Unknown
Swedish Lapphund,"The Swedish Lapphund is a typical spitz type dog of slightly less than medium size, with proud head carriage, and a weather resistant coat. The body is compact and slightly longer than tall. The chest is deep to the elbow, and there is prominent forechest. The ribcage is long and oval, with well developed last ribs. The back is level, strong, muscular and springy. The loin is short and broad. The croup is proportionally long, broad and slightly sloping. The belly is slightly tucked up.","The breed is very receptive and willing to work, and its abilities as a guard and herder made it very useful in the reindeer trade. They are lively, alert, kind and affectionate, easy to train and suitable for many different endeavors such as obedience, agility, herding and tracking.",https://www.dogbreedslist.info/uploads/dog-pictures/swedish-lapphund-2.jpg,Average $1500 - $2000 USD,Hypoallergenic: No
Shichon,"The Zuchon is also known as a Shichon, teddy bear dog, or fuzzy wuzzy puppy. They reach an average height of 9-12 inches from the shoulder, and a weight of 8-25 pounds fully grown. 'Dog Breed Info' says the Zuchon is a dog ""known for his endearing face, large expressive eyes, and his soft teddy-bear coat."" The Zuchon usually has a longer coat that does not shed very much, if at all. This longer coat may lead to more time for maintenance and grooming. As hypoallergenic dogs, Zuchons are generally more suitable for homes with allergy problems amongst the inhabitants, although allergic reactions may still occur.","This toy dog is said to have a ""great"" personality, and it is playful, lively and well-mannered. They can be a bit stubborn, but when they are trained well, they are a good family pet. They are easily trained. The Zuchon is a well-mannered dog known to be social, happy, and gentle. They become devoted to their families but need much attention and do not do well when left alone for long periods of time. They are good therapy dogs. Sometimes the Zuchon may be stubborn and in need of training. The Zuchon will remain active. They make fairly good watch dogs. When necessary, this dog will bark to alert its family that someone is nearby. This breed is typically good with other pets, especially when socialized at an early age. This dog gets along well with children, but it may be a good idea to socialize this breed at an early age as well as to supervise play time with children to make sure that the dog does not get hurt as a result of its small size.",https://www.dogbreedslist.info/uploads/dog-pictures/shichon-2.jpg,Average $1500 - $2500 USD,Hypoallergenic: Yes
Slovensky Cuvac,"The breed is an animal of imposing stature. It has a large head, half of which is taken up by the nasal canal. It has strong jaws, with a scissors bite. The oval-shaped eyes are dark and lively. The ears are long and hanging while carried on the sides of the head. The tail is thickly furred, and it hangs down when the dog is at rest. The coat is completely white, and the hair can be as much as 4 inches (10 cm) long. The height for males can be as much as 28 inches (70 cm), while females at the most are 26 inches (65 cm) in height. The weight for males ranges 77 - 99 pounds and the weight for females is 66 - 88 pounds.","The dog is known for its hardy constitution, sturdy frame and shaggy white coat. Its frame is massive, and his temperament is naturally lively, watchful, undaunted and alert. These dogs thrive best in an environment of a large family, children and livestock to care for. Farms and ranches make the best homes. These dogs are natural guard dogs. They are gentle and loyal with their family and possessions.",https://www.dogbreedslist.info/uploads/dog-pictures/slovensky-cuvac-2.jpg,Average $1800 - $2500 USD,Hypoallergenic: Unknown
Stabyhoun,"Most Stabyhouns have a black and white colored coat with often a solid fully colored, usually black, head and white tipped tail. Brown and white Stabyhouns are less common, but may be seen in the Netherlands, while the orange and white coated Stabyhouns are becoming increasingly rare. Spotting and/or roan in the white are acceptable, but tricolor is considered a fault. Males are 53 cm (21 in) and females are 49 cm (19 in), measured at the withers. The ideal weight of a Stabyhoun is 40 lb (18 kg) for a female and 50–55 lb (23–25 kg) for a male.","The Stabyhoun has a gentle disposition. This breed is friendly, sensitive, intelligent, peaceful, patient, and willing to please, but may be stubborn on occasion. The Stabyhoun exhibits great tolerance of children and other animals. With steady yet gentle training, this breed will be obedient and devoted to its owner. Stabyhouns should never be vicious or snappy. Although a Stabyhoun can be very calm indoors, like all sporting breeds it enjoys plenty of physical activity. Stabyhouns like to swim.",https://www.dogbreedslist.info/uploads/dog-pictures/stabyhoun-2.jpg,Average $2000 - $3200 USD,Hypoallergenic: Unknown
Spanish Greyhound,"The Spanish Greyhound are similar in appearance to Greyhounds, but are distinctly different in their conformation. Galgos are higher in the rear than in the front, and have flatter muscling than a Greyhound, which is characteristic of endurance runners. They also tend to be smaller, lighter in build, have longer tails and have a very long, streamlined head that gives the impression of larger ears. Their chests are not as deep as a Greyhound's and should not reach the point of the elbow. Unlike Greyhounds, Galgos come in two coat types: smooth and rough. The rough coat can provide extra protection from skin injuries while running in the field. They come in a variety of colors and coat patterns. Main colors are ""barcino"" or ""atigrado"" (brindle), ""negro"" (black), ""barquillo""(golden), ""tostado""(toasted), ""canela"" (cinnamon), ""amarillo""(yellow), ""rojo""(red), ""blanco"" (white), ""berrendo"" (white with patches) or ""pío"" (any colour with white muzzle and forehead).","Galgos have a very similar nature to Greyhounds. They are calm, quiet, gentle and laid back; happy to sleep their day away on their backs on a sofa. More than 90% of Galgos can be considered cat-friendly and are therefore an ideal choice for the hound lover who also owns cats. Almost all Galgos are also friendly towards other dogs and small dogs. Galgos are also very good with children, being calm in the house so there is less risk of a child being knocked over or jumped on than with a more excitable breed. They are very gentle and tolerate the often over-enthusiastic attentions of children with little risk of retaliation from the dog. Galgos have a very reserved personality and they have a tendency towards shyness, so it is very important that they be socialized early in life so that they grow up to be comfortable around strange people, dogs and locations.",https://www.dogbreedslist.info/uploads/dog-pictures/spanish-greyhound-2.jpg,Average $800 - $1500 USD,Hypoallergenic: Unknown
Seppala Siberian Sleddog,"The Seppala Siberian Sleddog is a rare working dog breed, the Seppala Siberian Sleddog is developed for the purpose of pulling a sled in cold country. It is a moderate-sized dog averaging 18 to 23 kg (40 to 50 pounds) weight and 56 to 58 cm (22 or 23 inches) height. Colours and markings are considered of little importance; eyes may be brown, blue or any combination of the two colours. Seppalas are active and energetic but very docile and trainable.","The defining characteristics of the breed are its natural, primitive appearance, its highly developed work ethic, and its affectionate, cooperative, and highly bonded nature. They tend to be more trainable than other sled dogs and to be more highly bonded to their owners. The Seppälä Siberian Sleddog disposition is active, merry, and often quite inquisitive, although sometimes showing great reserve with strangers. A stable and serious temperament, neither nervous nor aggressive, is characteristic. Natural, innate sleddog mentality is a primary characteristic of Seppälä dogs. Their nature is highly cooperative. They show great seriousness in their work in harness.",https://www.dogbreedslist.info/uploads/dog-pictures/seppala-siberian-sleddog-2.jpg,Average (Unknown),Hypoallergenic: Unknown
South Russian Ovcharka,"The South Russian Shepherd Dog is a dog of above average size and robust constitution, with a thick, dense, double coat. The breed is lean, but with massive bone structure and strongly developed musculature. Secondary sex characteristics are strongly marked, with the males being stronger, more massive and more courageous than the females.","Fierce, distrustful of strangers, and dominant in character, the South Russian Shepherd Dog is capable of adjusting to a wide variety of climatic conditions and temperatures.",https://www.dogbreedslist.info/uploads/dog-pictures/south-russian-ovcharka-2.jpg,Average (Unknown),Hypoallergenic: No
Sapsali,"The Sapsaree has been called a ""lion dog"" for its bulky and strong upper body and its large and imposing paws. Sapsarees are medium-sized and slightly tall. Their adult coat is long and abundant, and comes in various colors, including solid and/or mixed shades of black, golden yellowish-blonde, reddish-orange, browns, and salt-and-pepper greys. Their hair falls over the eyes in the same manner as that of the Old English Sheepdog.",The Sapsaree's friendly outer appearance is matched by its innate patience and congeniality towards other animals and human beings. They are known to be playful in a group setting and have long been acknowledged and valued for their loyalty.,https://www.dogbreedslist.info/uploads/dog-pictures/sapsali-2.jpg,Average (Unknown),Hypoallergenic: Unknown
Smaland Hound,"Often confused with the Rottweiler breed due to common coat coloring, the Smålandsstövare is the oldest scent hound breed native to Sweden.They have a medium length top coat with a shorter, dense undercoat; longer hair grows on the fringed tail and thighs. The most common coloring of the breed is a mostly black coat with tan markings, although the markings can range in color from shades of amber to a reddish brown. They have a tough, robust body which is compact and almost square in shape. It is the smallest of the Swedish hounds, on average they measure between 16–21 inches (41–53 cm) at the withers with males being slightly larger than females. Average weight is around 33–44 pounds (15–20 kg) for both genders. The Smålandsstövare has a natural bobtail due to this being specifically bred into the breed, and a typical member of the breed should be well muscled in proportion throughout. The facial features include wide nostrils on a black nose, the jaw closes in a scissors bite and the eyes are typically dark brown. The skull itself is lean with a well defined stop. The ears have rounded tips, and are set fairly high on the skull, hanging flat down the sides.","The Smaland Hound is a popular Swedish hunting dog, members of the breed can form strong attachments to their master; but are also seen as household pets due to their gentle and protective nature. In hunting, they are used to drive the quarry for the hunter. They are a highly intelligent breed, and require a high level of exercise. They therefore are not best suited to living in a small apartment. Smålandsstövare are wary of strangers and can be territorial, but this can also make a Smålandsstövare a good watchdog. Participation in field trials for Smålandsstövares are becoming increasingly common. They remain active up until around twelve years old.",https://www.dogbreedslist.info/uploads/dog-pictures/smaland-hound-2.jpg,Average (Unknown),Hypoallergenic: No
Serbian Hound,"The Serbian Hound is a robust, medium-sized dog. The skull is slightly rounded with a well-developed muzzle and a nose that is always black. The eyes are oval and slanting with dark irises. Ears are set high and of medium length and width; they are carried hanging down and close to the cheeks. The neck is strong and slightly arched. The body is slightly oblong, with a back that is well-muscled, long and powerful. The tail is slightly curved up and is carried below the line of the back, covered in abundant hair. Forequarters are powerful, well-muscled and parallel with muscular shoulder blades. The hindquarters are strong with well-muscled thighs.","The Serbian Hound is a kindly breed with lively temperament which lends itself to both hunting in the field and life in the home. Tenacious, dependable, full of character and robust, this scenthound can make a good companion. Consistent and patient training required.",https://www.dogbreedslist.info/uploads/dog-pictures/serbian-hound-2.jpg,Average (Unknown),Hypoallergenic: No
Tibetan Terrier,"The Tibetan Terrier evolved as an all-purpose dog, able to accompany its owner on any job. It is square-proportioned, compact and powerfully built. Its double coat, consisting of a profuse fine, long (straight or slightly wavy) outer coat and a soft wooly undercoat, provided protection from the harsh Tibetan climate. Long hair falls forward over the eyes and foreface. The feet are large, flat and round, producing a snowshoe effect for maximum traction in difficult terrain. The stride is free and effortless.","Gentle and amiable, the Tibetan terrier makes a charming, dependable companion both indoors and out. It is equally up for an adventure in the field, a game in the yard or a snooze in the house. It is sensitive, very companionable and willing to please.",https://www.dogbreedslist.info/uploads/dog-pictures/tibetan-terrier-2.jpg,Average $1500 - $2500 USD,Hypoallergenic: Yes
Toy Fox Terrier,"The Toy Fox Terrier has all the same traits that make the Smooth Fox Terrier such a successful hunter -- just in a diminutive package. This is an athletic, agile and graceful dog with surprising strength and the stamina to frolic all day. The gait is smooth and effortless. The coat is short and smooth, perfect for caressing.","TFTs are TNT in a small bundle. Feisty and fun-loving, they are hunting terriers at heart and will spend hours investigating the yard, your cabinets and places you never knew existed. They love to play with people and toys, and make excellent companions for careful older children; however, they do not tolerate inconsiderate handling. They can entertain for hours and are also content to snuggle on a warm lap during recess. This is a one-family, even one-person, breed that doesn't warm to strangers initially. The TFT's intelligence, energy and penchant for showing off make it a quick study and impressive trick dog.",https://www.dogbreedslist.info/uploads/dog-pictures/toy-fox-terrier-2.jpg,Average $1000 - $1800 USD,Hypoallergenic: No
Tibetan Spaniel,"The Tibetan Spaniel is slightly longer than it is tall. Its head is small in proportion to its body; its wide eye set gives it an ""apelike"" expression. The mouth is undershot. The gait is quick moving, straight, and free. The coat is double, with a flat-lying, silky outer coat of moderate length and a longer mane. The tail is plumed, and long feathering grows from between the toes.","The Tibetan Spaniel is independent, bold, and stubborn, but it is also sensitive and biddable. It has a happy attitude, enjoying games and outings with its family. It also enjoys snoozes next to its special person. It is an exceptionally enjoyable and fastidious housedog. It is amiable with other dogs and animals, but reserved with strangers.",https://www.dogbreedslist.info/uploads/dog-pictures/tibetan-spaniel-2.jpg,Average $1500 - $2000 USD,Hypoallergenic: No
Tibetan Mastiff,"The Tibetan Mastiff is a powerful, heavy, but athletic dog, the Tibetan Mastiff is built to combine strength and agility. Its body is slightly longer than tall. Its walk is slow and deliberate, while its trot is powerful and light-footed. The whole appearance is impressive, with a solemn but kindly expression. The coat, which is noticeably heavier in males than in females, is thick and fairly long, especially around the neck and shoulders. The tail is densely coated and the hind legs well feathered on the upper parts. The hair is coarse, straight and hard, standing off from the body. It carries a heavy undercoat in cold weather, but little undercoat in warm weather. This combination of coat types allows the Tibetan Mastiff to endure the extremes of Tibetan weather.","As befitting their long past as a solitary sentry and protector, Tibetan Mastiffs are independent, strong willed, and territorial. They are aloof toward strangers but devoted to their family. Proper socialization is essential so that they will accept strangers and not become overly suspicious. They are gentle and patient with their children, but may guard their home against visiting children who may appear to be threatening the family children. They are generally good with other dogs and are rarely dog aggressive. (In Tibet, they were often kept with Lhasa Apsos.) Most Tibetan Mastiffs are good with other animals.",https://www.dogbreedslist.info/uploads/dog-pictures/tibetan-mastiff-2.jpg,Average $2500 - $4000 USD,Hypoallergenic: No
Treeing Walker Coonhound,"Few things can quicken a coon hunter’s pulse like the sight of this swift tricolored hound in full stride—the long, muscular legs, the powerful and propulsive hindquarters, and the streamlined frame all working to cover maximum ground with minimum effort. Later, basking in the warmth of a campfire after an honest night’s work, this sweet-faced hound will look up and stir your soul with his gentle, pleading expression. Mercy, what a pretty picture! No wonder Treeing Walker Coonhounds are called the People’s Choice.","The Treeing Walker Coonhound is friendly, confident, and very energetic. It is devoted to its master and eager to please. Treeing Walker Coonhounds thrive on attention and require a large degree of human companionship. They love to cuddle. Treeing Walker Coonhounds tend to bark and howl frequently and may drool. They are considered to be among the finest Coonhounds for treeing competitions due to their quick speed and excellent scenting ability. The Treeing Walker Coonhound gets along well with children and other dogs. It will become mischievous if not given proper exercise.",https://www.dogbreedslist.info/uploads/dog-pictures/treeing-walker-coonhound-2.jpg,Average $400 - $800 USD,Hypoallergenic: No
Toy Poodle,"The Toy Poodles have a shoulder height of up to 25 cm (10 in) and weigh 3-4 kg (6-9 lbs). Poodles are very elegant in appearance. They have a long, narrow muzzle, slight stop (point at which the forehead meets the muzzle), dark eyes, and wide ears. Toy Poodles have flat backs, straight, docked tails and small, oval feet. Their length is approximately the same as their height.","The Toy Poodle is sensitive, intelligent, lively, playful, proud, and elegant. It bonds closely with family and makes a great companion. Toy Poodles are very smart, obedient, and graceful, which makes them one of the most popular pets in the world. The Toy Poodle is bouncy, alert, and usually eager to play. Toy Poodles are more energetic than Standard Poodles, and more likely to bark.",https://www.dogbreedslist.info/uploads/dog-pictures/toy-poodle-2.jpg,Average $1500 - $3000 USD,Hypoallergenic: Yes
Tamaskan Dog,"The Tamaskan Dog is a large working dog and as such has an athletic look to it. Similar in size to its cousin the German Shepherd Dog, the Tamaskan has a wolf-like appearance with a thick coat and straight, bushy tail. It comes in three main colors of red-gray, wolf-gray and black-gray. Eyes are yellow through amber and brown, although light eyes are very rare.","The Tamaskan is a good family dog, being gentle with children and accepting of other dogs. His high intelligence makes him an excellent working dog and the Tamaskan has been known to exceed in agility and obedience as well as sled racing. This pack dog prefers not to be left alone for long periods of time. It is better suited to other human or canine company. Be sure you are this dog's pack leader, providing plenty of daily mental and physical exercise to avoid separation anxiety. The objective in training this dog is to achieve pack leader status. It is a natural instinct for a dog to have an order in its pack. When we humans live with dogs, we become their pack. The entire pack cooperates under a single leader. Lines are clearly defined. You and all other humans MUST be higher up in the order than the dog. That is the only way your relationship can be a success.",https://www.dogbreedslist.info/uploads/dog-pictures/tamaskan-dog-2.jpg,Average $1200 - $1700 USD,Hypoallergenic: No
Thai Ridgeback,"The Thai Ridgeback is a medium-sized pariah-type dog, with a wedge-shaped head, prick ears, and a short, smooth coat. The length of body from point of buttocks to point of sternum is about 10 percent longer than the height measured at the withers. The depth of chest is equal to the length of the foreleg. The tail is carried vertically or curved like a sickle. This breed is characterized by a ridge of hair growing in the opposite direction to the rest of the coat. This ridge starts at the withers and extends down the spine to the top of the pelvis bones.","Until recently the Thai Ridgeback was relatively unknown outside of eastern Thailand and is very rare elsewhere. This breed is a good watch, guard and hunting dog, but also makes a nice companion. Tough and active with excellent jumping ability. It is a very active and alert dog but also without socialization can be a bit aloof toward strangers. May be difficult to train. The Thai Ridgeback needs a dominant owner who understands the breed. One who has natural authority, in a firm but calm manner; confident and consistent with the rules placed upon the dog. A Thai’s owner that does not correct the dog at the proper times may find that the dog develops aggressive tendencies. With the right handler it is never too late to curb any unwanted behaviors once the owners learn how to properly treat the dog, along with providing the proper mental and physical exercise.",https://www.dogbreedslist.info/uploads/dog-pictures/thai-ridgeback-2.jpg,Average $1600 - $2000 USD,Hypoallergenic: No
Tosa Ken,"The Tosa Ken is a large, short-coated dog, with a stately manner and a robust, powerful, and agile body. The body is slightly longer than tall. The head is large and broad with a boxy muzzle, pendulous flews, and clearly observable dewlap. There is wrinkling on the head, particularly when the dog is alert. Ears are of medium size, drop, and set high. The tail is uncut, very thick at the base, and tapering to the tip. The Tosa Ken may be solid colored, brindle, black with markings, or pied. The overall appearance should be that of a massive but dynamic and flexible athlete, a true canine samurai.","The Tosa Ken is normally a tranquil, quiet, and obedient dog with a calm but vigilant demeanor. The Tosa is quietly affectionate with its own family but may be somewhat aloof with strangers. This breed is also by nature watchful of other dogs and may react aggressively to dogs it considers intruders. Overtly aggressive behavior toward humans is uncharacteristic of the breed and highly undesirable. The Tosa responds best to positive-enforced training methods because of an inherent desire to please its owner. This breed matures slowly and individual dogs may not reach their prime until as late as four years of age.",https://www.dogbreedslist.info/uploads/dog-pictures/tosa-inu-2.jpg,Average $1800 - $2200 USD,Hypoallergenic: No
Texas Heeler,"The Texas Heeler is a crossbred herding dog found mainly in Texas. They are a cross between the Australian Cattle Dog, and the Australian Shepherd, but can be a cross between the ACD and the Border Collie. They are bred mainly for their ability to work cattle. Found mainly on ranches in the past, they are currently being enjoyed in dog sports such as agility, frisbee and Rally Obedience.","Texas Heelers are medium-sized dogs that generally weigh between 25 - 50 pounds (11–23 kg). Their coats can vary in texture from short and smooth to medium length and color including black, blue merle or blue ticked with white and / or tan trim. They usually have smooth or medium length coats (1 to 3 inches). Texas Heelers are generally prick eared, but their ears may also fold over. They usually stand between 17-22 inches (43–61 cm) tall. Most have bobtails, but they can have long tails.",https://www.dogbreedslist.info/uploads/dog-pictures/texas-heeler-2.jpg,Average $400 - $700 USD,Hypoallergenic: No
Tornjak,"The Tornjak is large, powerful, well-proportioned and agile. The shape of the body is almost square. The length of the body should not exceed its height by more than eight percent. The bone is not light, nor is it heavy or coarse. It is strong, harmonious and well-balanced when standing and moving. Coat is long and thick. The ratio between the length of the skull and the muzzle is 1:1. Skin is thick and well-fitting all over the body.","Tornjak has a calm temperament. A typical adult Tornjak is very calm, peaceful, at first sight an indifferent animal, but when the situation demands it, it is a vigilant and very alert watchdog. The character is equal to the temperament; they are not nervous nor aggressive. In general, they are very tough, not too demanding, sturdy dogs. With their human family they are very emotional. When living in a pack they are highly social animals and there isn't any fighting between the pack members. Towards strangers or other animals, as a rule, Tornjak is not overly aggressive. But when the situation calls upon it, Tornjak is quite decisive and it can without any consideration attack even much stronger rivals. Shepherds used to say that a Tornjak who guards the flock is a fair match to two wolves, and a couple will confront and chase away a bear without any undue respect. In these situations Tornjaks are very tenacious.",https://www.dogbreedslist.info/uploads/dog-pictures/tornjak-2.jpg,Average (Unknown),Hypoallergenic: Unknown
Taco Terrier,,The Taco Terrier is not a purebred dog. It is a cross between the Chihuahua and the Toy Fox Terrier. The best way to determine the temperament of a mixed breed is to look up all breeds in the cross and know you can get any combination of any of the characteristics found in either breed. Not all of these designer hybrid dogs being bred are 50% purebred to 50% purebred. It is very common for breeders to breed multi-generation crosses.,https://www.dogbreedslist.info/uploads/dog-pictures/taco-terrier-2.jpg,Average (Unknown),Hypoallergenic: Unknown
Thai Bangkaew Dog,"The Thai Bangkaew Dog is compactly built and square in profile. It is well proportioned, with a smooth gait. The double coat consists of a short undercoat, with longer guard hairs growing through it forming the outer coat. The coat is thicker and longer around the neck, chest, and back forming a lion-like ruff, which is more noticeable on male dogs than on female dogs. The plumed tail is carried with moderate upward curve over the back. The breed comes in white with shades of red, gray, brown, and black in a wide variety of patterns.There are some that consists on white coats.","This is an intelligent, athletic, agile and robust breed. It will be a loyal and protective family companion as well as an excellent watchdog. The Thai Bangkaew Dog is a loving, intelligent and alert dog that makes an excellent and devoted family companion as well as a good working and hunting dog. This breed will be affectionate with its family, will get along well with children and a properly socialized dog will be very gentle with smaller children.",https://www.dogbreedslist.info/uploads/dog-pictures/thai-bangkaew-dog-2.jpg,Average (Unknown),Hypoallergenic: Unknown
Transylvanian Hound,"The Transylvanian Hound is a medium-sized hound, with the general characteristics of the Mid-european type, in that breed registry's classification system. The UKC classifies the breed in that registry's Scenthound group. The Translvanian Hound is hardy, and able to tolerate rough weather conditions.","The breed is described by the FCI standard as ""good-natured, courageous, enduring"", with a basic character that is ""quick, even, but also determined and lively"", and the UKC standard uses similar terms. Properly trained, the dogs can hunt comparatively independently, and at a considerable distance from handlers, singly or in groups. Hunting behaviors exhibited by the breed include tracking (by scent), pointing, and driving game. The dog has a high-pitched, ringing bark.",https://www.dogbreedslist.info/uploads/dog-pictures/transylvanian-hound-2.jpg,Average (Unknown),Hypoallergenic: No
Vizsla,"The Vizsla is lightly built but muscular, giving it speed and endurance in the field. Its gait is light, graceful, smooth and ground-covering. Its short smooth coat is dense, providing some protection from the elements. The golden rust color is a hallmark of the breed.","Bred to be a close-working gun dog, the vizsla has the energy to range all day. It is a true hunter at heart, a talented pointer and always on the lookout for bird scent. It can become frustrated and destructive if not given adequate exercise. Most can be stubborn, some can be timid and others can be overly excitable. It is gentle, affectionate and sensitive, and can be protective. The vizsla makes a good companion for an active owner who spends a lot of time outdoors.",https://www.dogbreedslist.info/uploads/dog-pictures/vizsla-2.jpg,Average $1000 - $1800 USD,Hypoallergenic: No
Volpino Italiano,"The Volpino Italiano has been known and loved by Italian royalty for centuries, being a special favorite of the ladies. Although bearing a strong resemblance to the Pomeranian, the breed is much older and thus has a different background. The northern dogs found their way south very early in the history of domesticated dogs. The Volpino is also called a Lupino or a Volpino in Italian, meaning ""Little Fox"", respectively wolfy and foxy (dog is understood).","The Volpino makes a good watchdog, and some can even be used as gun-dogs (bird dogs) if trained properly. They will make extremely active, affectionate pets.",https://www.dogbreedslist.info/uploads/dog-pictures/volpino-italiano-2.jpg,Average $700 - $1500 USD,Hypoallergenic: No
Weimaraner,"The Weimaraner is built to hunt with great speed and endurance and combines grace, stamina, raciness and an alert demeanor. It has find aristocratic features, with a kind expression. The gait is smooth and effortless. The short sleek coat is noted for its unique gray color.","The Weimaraner is bold and rambunctious, sometimes too much so for small children. It loves to run and hunt and can become frustrated and destructive if kept penned up. It can be stubborn or headstrong. It functions best with an active owner who enjoys outdoor activities and wants a fun-loving companion.",https://www.dogbreedslist.info/uploads/dog-pictures/weimaraner-2.jpg,Average $700 - $1500 USD,Hypoallergenic: No
West Highland White Terrier,"The West Highland White Terrier is compact and short-coupled. It must be small enough to fit between rocks in a narrow passageway that was the typical fox den in its area of origin. These passages were often so narrow that the dog could not turn around. Short legs aided in maneuverability in the cramped passages. It had to have formidable teeth and jaws in order to face a fox in closed quarters. The harsh double coat, especially the hard, straight outer coat, provided protection from the fox's teeth, especially around the head, as well as from the elements. The tail needed to be sufficiently long to provide a handhold by which the dog could be pulled from shallow holes.","The busy Westie is happy, curious and always in the thick of things. It is affectionate and demanding, one of the friendliest terriers. It is not friendly, however, toward small animals. It enjoys a daily romp in a safe area or a walk on lead, as well as playtime at home. It is independent and somewhat stubborn. It barks and digs.",https://www.dogbreedslist.info/uploads/dog-pictures/west-highland-white-terrier-2.jpg,Average $1500 - $3000 USD,Hypoallergenic: Yes
